날짜,시간,Anomaly,Anomaly_Score,이벤트,사용자,IP
-0.68598616,1.5504583,1,0.0538136739073072,file_access,user3986,192.168.167.186
-0.021700013,1.2575891,0,-0.1384412474552867,update,user7395,192.168.22.91
-0.13241437,1.211412,0,-0.1861394213475672,login,user1768,192.168.232.239
-0.13241437,1.534352,0,-0.0829704183691451,logout,user1871,192.168.116.232
1.528301,-0.45744702,0,-0.1151465334989376,error,user1914,192.168.53.76
-1.3502723,-0.767165,0,-0.1242751950384692,update,user1878,192.168.8.24
-1.5717009,0.529564,0,-0.1288385570072189,file_access,user8674,192.168.116.197
0.42115742,0.7936047,0,-0.1182795125171646,logout,user9913,192.168.203.3
-0.021700013,-0.49045923,0,-0.1223912941725822,logout,user9342,192.168.254.243
0.9747292,-1.3580152,0,-0.0417384829980832,file_access,user8195,192.168.22.178
-0.021700013,-0.62727714,0,-0.1938056980584558,file_access,user2634,192.168.52.61
-0.7967005,-0.515918,0,-0.1766409708896051,file_access,user9467,192.168.238.62
-0.35384306,-1.2100313,0,-0.1426090611140282,error,user7520,192.168.193.224
-1.0181292,0.9477283,0,-0.1726691716731817,file_access,user9693,192.168.22.56
-1.0181292,1.6859483,1,0.0001954689325466,update,user3470,192.168.130.4
0.8640148,-0.45182124,0,-0.1479060614120887,error,user4235,192.168.99.247
0.9747292,0.64946175,0,-0.1539381896754061,update,user2999,192.168.56.119
1.4175866,1.1163448,0,-0.0785662409812376,logout,user2140,192.168.155.29
0.7533005,1.1147598,0,-0.1352095220062398,error,user8957,192.168.152.202
0.7533005,1.344646,0,-0.1664989639203962,login,user8232,192.168.122.184
-0.021700013,0.0863693,0,-0.2006793824949196,file_access,user2338,192.168.39.190
0.1997287,-1.4900926,0,-0.1092482564337266,error,user1500,192.168.251.145
-1.6824154,-1.2186699,0,-0.0517261263944007,error,user7808,192.168.157.171
0.8640148,-0.8789382,0,-0.1452184914342087,error,user4985,192.168.35.197
0.31044304,-0.78582716,0,-0.1294653320390014,logout,user1624,192.168.195.119
-1.2395579,-1.2114307,0,-0.0487572845883739,file_access,user3470,192.168.9.81
-0.13241437,0.10954353,0,-0.1577537878761114,update,user8398,192.168.34.63
-1.5717009,0.62495965,0,-0.0868847955457869,logout,user1802,192.168.17.157
1.528301,-0.50282454,1,0.085011698640541,logout,user2652,192.168.90.172
0.7533005,-0.5058659,0,-0.1884502653731622,login,user9588,192.168.167.35
1.1961579,0.40248412,0,-0.1463048354786916,update,user8938,192.168.153.108
0.1997287,0.0838277,1,0.0622604705396405,logout,user3856,192.168.57.185
-0.7967005,0.5465842,0,-0.1664798598308456,error,user8694,192.168.211.203
0.6425861,0.36096182,0,-0.1363031795018183,logout,user5041,192.168.82.85
0.9747292,0.54091555,0,-0.1588290568432088,update,user9515,192.168.226.191
-0.46455744,-1.6169726,0,-0.1131380810353713,error,user3373,192.168.153.47
-1.2395579,0.25392914,0,-0.1352556704165667,error,user6920,192.168.13.52
-0.90741485,-0.60314626,0,-0.1416876253146171,update,user6578,192.168.24.96
-1.6824154,-1.5115962,0,-0.0257910472185471,logout,user9528,192.168.211.190
1.0854435,0.8416523,0,-0.1243742721972532,error,user9454,192.168.54.239
1.6390153,0.37396967,0,-0.0855283737336349,error,user2434,192.168.168.85
-1.3502723,1.3701904,0,-0.0241778874488861,file_access,user2971,192.168.202.113
-1.3502723,1.2618442,1,0.0024265710980817,update,user6969,192.168.9.146
0.089014344,-0.7954653,0,-0.1952569713836199,file_access,user5386,192.168.191.73
0.6425861,1.5543135,0,-0.1235853693773691,error,user3964,192.168.243.244
-0.90741485,-0.18456791,0,-0.0763372992759179,file_access,user7628,192.168.246.12
-1.6824154,1.2648569,0,-0.0522156233040704,update,user4783,192.168.63.241
-1.2395579,-1.4373187,0,-0.1323169458064479,login,user9232,192.168.146.254
-1.4609866,-0.63016146,0,-0.0822118098958705,logout,user9489,192.168.57.95
-0.13241437,-0.334565,0,-0.1645096010646732,error,user5938,192.168.248.196
0.1997287,-0.34634492,0,-0.1950460088001352,login,user4633,192.168.242.44
1.6390153,0.3948022,0,-0.1059861118088839,update,user6824,192.168.238.239
0.6425861,-1.6413462,0,-0.0881943243498863,error,user1179,192.168.26.132
1.6390153,-1.2283366,0,-0.1229736164007304,login,user9192,192.168.99.114
0.53187174,1.2648854,0,-0.1385951608351882,update,user8616,192.168.227.92
1.6390153,-0.58201385,0,-0.131379944970695,login,user4991,192.168.36.177
0.1997287,0.6337696,0,-0.1956071430047449,file_access,user9667,192.168.97.126
0.6425861,-1.4642054,0,-0.1665730091025827,file_access,user2587,192.168.11.96
0.53187174,-0.31163353,0,-0.0739400572076031,login,user3972,192.168.165.33
0.42115742,-0.37331727,0,-0.1292309450551287,logout,user5965,192.168.178.236
0.31044304,1.1973189,0,-0.1487694306721954,update,user3698,192.168.69.233
0.9747292,1.5041384,0,-0.1499104028075534,file_access,user5562,192.168.226.182
1.1961579,-0.47488123,0,-0.1757643990137186,file_access,user2752,192.168.192.248
-0.46455744,-1.1774904,0,-0.1768632858237898,login,user3432,192.168.131.79
-0.35384306,-0.033228595,0,-0.1667684134895079,update,user6332,192.168.187.172
0.6425861,-0.32999587,0,-0.1544939719909265,error,user2997,192.168.27.161
-0.7967005,0.38609225,0,-0.165729236201049,error,user4434,192.168.177.145
0.089014344,1.4861616,0,-0.0419316307348416,file_access,user5333,192.168.202.47
1.3068722,0.40354073,0,-0.1188636575986393,logout,user1934,192.168.153.155
-0.13241437,1.6358874,0,-0.073221550447372,logout,user5705,192.168.19.2
1.6390153,0.55333793,0,-0.0790834849917646,error,user1817,192.168.121.16
1.3068722,-1.2030063,0,-0.1258285676210184,update,user3903,192.168.172.235
-0.5752718,-1.069815,0,-0.1790940053364694,file_access,user4159,192.168.166.47
-0.90741485,-0.7902678,0,-0.1425213148433249,error,user6665,192.168.205.7
1.4175866,-1.4586225,0,-0.1032273168799049,error,user2263,192.168.150.223
-0.46455744,-1.352475,0,-0.1366860036665508,error,user2789,192.168.213.142
1.1961579,1.2290175,0,-0.1054771135844121,error,user3904,192.168.72.40
-0.35384306,0.83885366,1,0.0048162343096338,logout,user4115,192.168.67.5
1.3068722,0.092137866,0,-0.1320143229494012,error,user9289,192.168.172.163
1.0854435,-1.4658332,0,-0.1570366138547884,file_access,user6683,192.168.66.249
-0.24312872,0.36744434,0,-0.09878830141697,file_access,user1818,192.168.28.14
-0.46455744,1.0964403,0,-0.1563782720989701,error,user1298,192.168.254.160
0.8640148,-0.60021913,0,-0.1825369829365842,file_access,user2727,192.168.31.244
-0.021700013,-0.94176424,0,-0.1900661358832536,file_access,user6872,192.168.112.70
1.4175866,-0.92328763,0,-0.1563987549393159,file_access,user3655,192.168.27.56
0.53187174,1.3927935,0,-0.1658593653960911,file_access,user7205,192.168.22.35
1.6390153,1.5532855,0,-0.0449380288364121,error,user1757,192.168.191.55
-0.35384306,-0.3077069,0,-0.1929206730330394,file_access,user5489,192.168.30.27
1.0854435,-0.37300313,0,-0.1441014983735513,update,user3046,192.168.118.92
1.4175866,0.41964704,0,-0.132897346547853,update,user6893,192.168.82.96
0.31044304,0.21530542,0,-0.1403700116137759,logout,user8830,192.168.93.190
1.528301,1.1142601,0,-0.0950732790232178,update,user9438,192.168.99.33
-1.1288435,1.6956149,0,-0.1128554080111959,file_access,user2112,192.168.150.102
-0.68598616,-1.4651049,0,-0.1615022767956999,login,user5681,192.168.29.28
1.4175866,-1.3241891,0,-0.1120309901539932,update,user1771,192.168.152.6
1.528301,-0.7333389,0,-0.090514870156051,logout,user1400,192.168.249.142
0.9747292,-0.7901965,0,-0.1393056090872468,update,user1903,192.168.95.139
1.0854435,-1.2216827,0,-0.1344133074615331,error,user7251,192.168.78.94
0.9747292,-0.5959355,0,-0.1746220738611265,file_access,user3517,192.168.38.218
-0.13241437,0.6730358,0,-0.1978078727770312,login,user2178,192.168.182.123
-0.90741485,0.056569774,0,-0.1832612545638481,login,user3158,192.168.163.168
1.1961579,-0.9013985,0,-0.1078771579568617,logout,user6408,192.168.206.115
0.31044304,-1.615045,0,-0.1152322682726212,update,user3233,192.168.72.8
0.53187174,-0.90578204,0,-0.1515175731806788,update,user7029,192.168.218.244
-1.3502723,1.0872735,0,-0.1052383730143607,error,user6057,192.168.11.145
-0.90741485,0.08488432,0,-0.1804462562235043,file_access,user8048,192.168.123.191
0.31044304,1.5301683,0,-0.0847019055927637,logout,user7329,192.168.145.155
-0.35384306,-0.43989855,0,-0.1948710781275505,login,user8750,192.168.194.186
-0.24312872,0.062209837,0,-0.2042489553181661,login,user4377,192.168.34.57
0.6425861,-1.6571813,0,-0.0867693525418479,error,user7203,192.168.179.44
1.0854435,0.5061185,0,-0.1433338339170698,error,user5055,192.168.233.2
-1.6824154,1.5502441,0,-0.0895611134121404,file_access,user2285,192.168.61.182
-0.90741485,1.1921501,0,-0.0946642900830085,logout,user8139,192.168.145.195
-1.0181292,0.9829109,0,-0.0952258771070316,logout,user1554,192.168.221.114
0.31044304,-1.0510386,0,-0.1941411491343561,login,user4672,192.168.236.44
-1.0181292,1.3570541,0,-0.1692043437924245,file_access,user4248,192.168.194.133
-1.1288435,-0.3590529,0,-0.1296012911948853,update,user2172,192.168.66.111
-1.0181292,-0.94182134,0,-0.1453423882086941,update,user3463,192.168.15.168
0.089014344,0.37910998,0,-0.2006178115042173,login,user8457,192.168.43.24
0.6425861,0.7886785,0,-0.1907511935110419,login,user2392,192.168.183.98
-1.0181292,0.38032368,0,-0.1627767042388127,error,user8573,192.168.241.224
-0.68598616,0.3447413,0,-0.0591572542169218,update,user3593,192.168.10.44
-0.24312872,0.8087257,0,-0.1613785235834118,update,user7542,192.168.219.228
-1.1288435,1.5118774,0,-0.1080948446261694,update,user1990,192.168.237.122
-0.68598616,-1.3199483,0,-0.0297658775718755,error,user3063,192.168.72.152
0.8640148,-0.05083416,0,-0.1887444121110165,file_access,user7031,192.168.111.191
0.9747292,0.08267113,0,-0.1291078703947041,logout,user3518,192.168.141.120
-0.68598616,1.4789652,0,-0.085938480280957,logout,user5298,192.168.58.230
-1.1288435,-1.6021942,0,-0.1026468709235263,update,user8605,192.168.180.72
-0.90741485,-0.5998907,0,-0.1416876253146171,update,user8722,192.168.17.240
0.7533005,1.6428696,0,-0.0647704681369774,logout,user1521,192.168.216.155
-0.5752718,0.78472334,0,-0.1937103219681442,login,user7404,192.168.70.165
-1.6824154,-0.5174601,0,-0.056307340789663,logout,user2656,192.168.106.212
0.42115742,0.79080606,0,-0.0327421105270488,error,user6768,192.168.30.61
-0.24312872,-1.2029063,0,-0.1779665791372153,login,user6617,192.168.85.244
-1.4609866,1.4803644,0,-0.1216718712848709,file_access,user3238,192.168.109.5
0.1997287,0.253972,0,-0.1927927233889529,login,user3311,192.168.142.150
-1.6824154,-1.631551,0,-0.0358461787094128,update,user6832,192.168.45.88
-1.4609866,0.08501283,0,-0.1364866359460096,file_access,user2734,192.168.91.201
1.528301,-0.4577754,1,0.0839513065911681,logout,user5274,192.168.44.32
1.0854435,0.3482824,0,-0.148931941997681,update,user2701,192.168.167.14
-0.5752718,1.5145475,0,-0.1402976704177366,error,user4179,192.168.179.18
-0.46455744,-1.4952186,0,-0.1020766100210274,logout,user2693,192.168.238.221
0.8640148,0.3846644,0,-0.1918656443389731,file_access,user9673,192.168.64.179
1.6390153,0.84293735,0,-0.0907813111385812,update,user2334,192.168.140.62
1.1961579,-1.1910836,1,0.0677343354983208,error,user3793,192.168.139.36
-0.90741485,0.22063136,0,-0.1505574266920871,update,user8095,192.168.39.229
-0.68598616,1.2547048,0,-0.1338313393958785,update,user2100,192.168.215.62
1.528301,1.0807481,0,-0.0715448246692685,error,user7218,192.168.68.88
1.0854435,0.20670968,0,-0.1484892815193514,update,user5791,192.168.136.245
-0.46455744,1.0778638,0,-0.1580424653428888,error,user3994,192.168.230.91
-0.24312872,1.6513226,0,-0.1077632518786637,error,user7615,192.168.49.248
0.7533005,-1.0082456,0,-0.1147943926346803,logout,user1736,192.168.207.124
0.6425861,1.6973569,0,-0.1221595175589596,file_access,user6862,192.168.150.65
0.089014344,0.4861141,0,-0.0889024991388304,login,user5583,192.168.158.85
0.53187174,0.6202048,0,-0.193140266378109,file_access,user3054,192.168.155.75
-1.4609866,-0.60061896,0,-0.0831327694403938,logout,user1846,192.168.217.202
0.7533005,-0.7371227,0,-0.1180601771382574,logout,user9405,192.168.8.221
-1.2395579,-0.29604125,0,-0.1489410349972463,file_access,user1468,192.168.43.217
-0.35384306,-0.31457493,0,-0.1320971862373018,logout,user9158,192.168.50.11
-1.3502723,-1.0772543,0,-0.1218946153646282,update,user4535,192.168.107.172
0.31044304,0.55887806,1,0.0479839690743894,update,user3272,192.168.14.25
-0.46455744,-0.8816083,0,-0.1843307023885229,file_access,user8505,192.168.21.145
0.1997287,0.23512417,0,-0.1965520769040765,file_access,user3196,192.168.43.7
-1.6824154,-1.0510386,1,0.095149766803261,logout,user2652,192.168.214.241
0.53187174,0.05081548,0,-0.1390526588454687,logout,user7370,192.168.177.220
