날짜,시간,이벤트,사용자,IP
-0.6859861420467938,1.5504582714209811,0.6004499016432946,-0.357030092291901,7.000000000000001
-0.021700013531100213,1.2575890736701458,-0.7113944527584128,-0.357030092291901,-0.142857142857143
-0.1324143682837158,1.2114119499060094,0.6004499016432946,-0.357030092291901,-0.142857142857143
-0.1324143682837158,1.5343519648019501,-1.7421293026454687,-0.357030092291901,-0.142857142857143
1.528300953005518,-0.4574470084442475,0.9752625743294967,-0.357030092291901,-0.142857142857143
-1.3502722705624872,-0.7671650021263384,-0.7113944527584128,-0.357030092291901,-0.142857142857143
-1.5717009800677184,0.529564024393083,0.6004499016432946,-0.357030092291901,-0.142857142857143
0.42115740547936215,0.7936046467327273,-1.7421293026454687,-0.357030092291901,-0.142857142857143
-0.021700013531100213,-0.49045922555701293,-1.7421293026454687,-0.357030092291901,-0.142857142857143
0.9747291792424401,-1.3580151509698646,0.6004499016432946,2.522244845546008,-0.142857142857143
-0.021700013531100213,-0.6272771599750571,0.6004499016432946,-0.357030092291901,-0.142857142857143
-0.7967004967994094,-0.5159180417819527,0.6004499016432946,-0.357030092291901,-0.142857142857143
-0.35384307778894697,-1.2100313195872086,0.9752625743294967,-0.357030092291901,-0.142857142857143
-1.0181292063046405,0.9477282935818578,0.6004499016432946,-0.357030092291901,-0.142857142857143
-1.0181292063046405,1.6859482922613924,-0.7113944527584128,2.522244845546008,-0.142857142857143
0.8640148244898246,-0.45182122404008246,0.9752625743294967,-0.357030092291901,-0.142857142857143
0.9747291792424401,0.6494617696767729,-0.7113944527584128,-0.357030092291901,-0.142857142857143
1.4175865982529026,1.116344760659992,-1.7421293026454687,-0.357030092291901,-0.142857142857143
0.753300469737209,1.1147598315512046,0.9752625743294967,-0.357030092291901,-0.142857142857143
0.753300469737209,1.344645945528507,0.6004499016432946,-0.357030092291901,-0.142857142857143
-0.021700013531100213,0.08636929819795965,0.6004499016432946,-0.357030092291901,-0.142857142857143
0.19972869597413098,-1.4900925767021655,0.9752625743294967,-0.357030092291901,-0.142857142857143
-1.6824153348203341,-1.218669897162132,0.9752625743294967,-0.357030092291901,-0.142857142857143
0.8640148244898246,-0.8789382008974144,0.9752625743294967,-0.357030092291901,-0.142857142857143
0.31044305072674655,-0.785827185416297,-1.7421293026454687,-0.357030092291901,-0.142857142857143
