timestamp,log_level,message
-1.568816844466228,-0.04470669744226173,0.9520950744452182
-1.568700743071571,1.3773751297469778,1.3899070338774153
-1.5685846416769138,1.3773751297469778,-0.36134080385137324
-1.5684685402822565,-0.2669069829405804,1.3899070338774153
-1.5683524388875993,-0.04470669744226173,1.3899070338774153
-1.5682363374929422,1.3773751297469778,0.22240847539155628
-1.5681202360982849,-0.04470669744226173,0.22240847539155628
-1.5680041347036278,1.3773751297469778,0.22240847539155628
-1.5678880333089706,-1.4223484675318376,-0.06946616422990848
-1.5677719319143133,1.3773751297469778,0.22240847539155628
-1.5676558305196562,1.3773751297469778,1.3899070338774153
-1.567539729124999,-0.2669069829405804,0.22240847539155628
-1.567423627730342,-0.04470669744226173,-1.8207140019586971
-1.5673075263356846,-1.4223484675318376,-1.8207140019586971
-1.5671914249410275,-0.2669069829405804,-0.5072781236621057
-1.5670753235463704,-0.2669069829405804,-0.5072781236621057
-1.566959222151713,-0.2669069829405804,0.9520950744452182
-1.566843120757056,-0.2669069829405804,1.3899070338774153
-1.5667270193623988,-0.2669069829405804,-0.5072781236621057
-1.5666109179677414,-0.2669069829405804,-0.5072781236621057
-1.5664948165730843,-1.4223484675318376,-0.5072781236621057
-1.5663787151784272,1.3773751297469778,-1.3829020425265
-1.5662626137837699,-0.04470669744226173,0.9520950744452182
-1.5661465123891127,-0.04470669744226173,-1.3829020425265
-1.5660304109944556,-0.2669069829405804,1.3899070338774153
-1.5659143095997983,-1.4223484675318376,1.243969714066683
-1.5657982082051412,-0.2669069829405804,-1.3829020425265
-1.565682106810484,-1.4223484675318376,1.3899070338774153
-1.565566005415827,-1.4223484675318376,-1.8207140019586971
-1.5654499040211696,-1.4223484675318376,-0.5072781236621057
-1.5653338026265124,-0.2669069829405804,-0.36134080385137324
-1.5572067050005092,-0.04470669744226173,1.243969714066683
-1.557090603605852,-0.04470669744226173,1.243969714066683
-1.5569745022111947,-0.04470669744226173,-0.5072781236621057
-1.5568584008165376,-1.4223484675318376,-0.36134080385137324
-1.5567422994218805,1.3773751297469778,-0.36134080385137324
-1.5566261980272231,1.3773751297469778,-0.06946616422990848
-1.556510096632566,-0.04470669744226173,1.3899070338774153
-1.556393995237909,1.3773751297469778,-0.06946616422990848
-1.5562778938432515,-0.2669069829405804,0.22240847539155628
-1.5561617924485944,1.3773751297469778,-0.5072781236621057
